participant_id,instrument_id,balance_type,currency,position_date,balance,frozen_balance,status,calculated_at
BANK_A,RU000A115CNY1,SECURITIES,CNY,2026-05-10,28897.000000,0.000000,EOD,2026-05-11 21:38:14.890104
BANK_A,RU000A116CORP,SECURITIES,RUB,2026-05-10,7614.000000,0.000000,EOD,2026-05-11 21:38:14.891406
BANK_B,CASH_CNY,CASH,CNY,2026-05-10,654190432.510000,0.000000,EOD,2026-05-11 21:38:14.896823
BANK_B,CASH_EUR,CASH,EUR,2026-05-10,874294608.830000,0.000000,EOD,2026-05-11 21:38:14.895568
BANK_B,CASH_RUB,CASH,RUB,2026-05-10,1835537002.840000,0.000000,EOD,2026-05-11 21:38:19.225401
BANK_B,CASH_USD,CASH,USD,2026-05-10,815114807.510000,0.000000,EOD,2026-05-11 21:38:14.894229
BANK_B,RU000A0ZYJT2,SECURITIES,RUB,2026-05-10,42357.000000,0.000000,EOD,2026-05-11 21:38:15.673406
BANK_B,RU000A101NJ6,SECURITIES,RUB,2026-05-10,33765.000000,0.000000,EOD,2026-05-11 21:38:19.221634
BANK_B,RU000A103HT3,SECURITIES,RUB,2026-05-10,44586.000000,0.000000,EOD,2026-05-11 21:38:18.466550
BANK_B,RU000A105A95,SECURITIES,RUB,2026-05-10,15128.000000,0.000000,EOD,2026-05-11 21:38:14.902146
BANK_B,RU000A106375,SECURITIES,RUB,2026-05-10,19151.000000,0.000000,EOD,2026-05-11 21:38:18.222860
BANK_B,RU000A1075T3,SECURITIES,RUB,2026-05-10,17558.000000,0.000000,EOD,2026-05-11 21:38:15.289531
BANK_B,RU000A108GX5,SECURITIES,RUB,2026-05-10,21810.000000,0.000000,EOD,2026-05-11 21:38:18.053136
BANK_B,RU000A109GX1,SECURITIES,RUB,2026-05-10,32020.000000,0.000000,EOD,2026-05-11 21:38:14.907621
BANK_B,RU000A110GX2,SECURITIES,RUB,2026-05-10,12905.000000,0.000000,EOD,2026-05-11 21:38:18.523517
BANK_B,RU000A111GX3,SECURITIES,RUB,2026-05-10,16754.000000,0.000000,EOD,2026-05-11 21:38:14.910272
BANK_B,RU000A112USD1,SECURITIES,USD,2026-05-10,26770.000000,0.000000,EOD,2026-05-11 21:38:14.911611
BANK_B,RU000A113USD2,SECURITIES,USD,2026-05-10,27105.000000,0.000000,EOD,2026-05-11 21:38:15.493334
BANK_B,RU000A114EUR1,SECURITIES,EUR,2026-05-10,43990.000000,0.000000,EOD,2026-05-11 21:38:16.768217
BANK_B,RU000A115CNY1,SECURITIES,CNY,2026-05-10,21060.000000,0.000000,EOD,2026-05-11 21:38:19.045300
BANK_B,RU000A116CORP,SECURITIES,RUB,2026-05-10,22485.000000,0.000000,EOD,2026-05-11 21:38:14.917154
BANK_C,CASH_CNY,CASH,CNY,2026-05-10,558086911.500000,0.000000,EOD,2026-05-11 21:38:14.922361
BANK_C,CASH_EUR,CASH,EUR,2026-05-10,1073812583.900000,0.000000,EOD,2026-05-11 21:38:14.921093
BANK_C,CASH_RUB,CASH,RUB,2026-05-10,727395181.310000,0.000000,EOD,2026-05-11 21:38:19.100134
BANK_C,CASH_USD,CASH,USD,2026-05-10,1551917282.210000,0.000000,EOD,2026-05-11 21:38:14.919811
BANK_C,RU000A0ZYJT2,SECURITIES,RUB,2026-05-10,35847.000000,0.000000,EOD,2026-05-11 21:38:14.923747
BANK_C,RU000A101NJ6,SECURITIES,RUB,2026-05-10,19577.000000,0.000000,EOD,2026-05-11 21:38:14.924976
BANK_C,RU000A103HT3,SECURITIES,RUB,2026-05-10,13212.000000,0.000000,EOD,2026-05-11 21:38:18.633071
BANK_C,RU000A105A95,SECURITIES,RUB,2026-05-10,39578.000000,0.000000,EOD,2026-05-11 21:38:17.495590
BANK_C,RU000A106375,SECURITIES,RUB,2026-05-10,27915.000000,0.000000,EOD,2026-05-11 21:38:14.928883
BANK_C,RU000A1075T3,SECURITIES,RUB,2026-05-10,28233.000000,0.000000,EOD,2026-05-11 21:38:15.731218
BANK_C,RU000A108GX5,SECURITIES,RUB,2026-05-10,23757.000000,0.000000,EOD,2026-05-11 21:38:15.557440
BANK_C,RU000A109GX1,SECURITIES,RUB,2026-05-10,19609.000000,0.000000,EOD,2026-05-11 21:38:14.933217
BANK_C,RU000A110GX2,SECURITIES,RUB,2026-05-10,6550.000000,0.000000,EOD,2026-05-11 21:38:14.934404
BANK_C,RU000A111GX3,SECURITIES,RUB,2026-05-10,48255.000000,0.000000,EOD,2026-05-11 21:38:14.935912
BANK_C,RU000A112USD1,SECURITIES,USD,2026-05-10,20075.000000,0.000000,EOD,2026-05-11 21:38:18.161323
BANK_C,RU000A113USD2,SECURITIES,USD,2026-05-10,31113.000000,0.000000,EOD,2026-05-11 21:38:14.938636
BANK_C,RU000A114EUR1,SECURITIES,EUR,2026-05-10,23324.000000,0.000000,EOD,2026-05-11 21:38:19.096766
BANK_C,RU000A115CNY1,SECURITIES,CNY,2026-05-10,23258.000000,0.000000,EOD,2026-05-11 21:38:14.941515
BANK_C,RU000A116CORP,SECURITIES,RUB,2026-05-10,14090.000000,0.000000,EOD,2026-05-11 21:38:17.219290
BANK_D,CASH_CNY,CASH,CNY,2026-05-10,1099517576.540000,0.000000,EOD,2026-05-11 21:38:14.948180
BANK_D,CASH_EUR,CASH,EUR,2026-05-10,1462222607.910000,0.000000,EOD,2026-05-11 21:38:14.946906
BANK_D,CASH_RUB,CASH,RUB,2026-05-10,1939141507.460000,0.000000,EOD,2026-05-11 21:38:19.339186
BANK_D,CASH_USD,CASH,USD,2026-05-10,918687489.080000,0.000000,EOD,2026-05-11 21:38:14.945481
BANK_D,RU000A0ZYJT2,SECURITIES,RUB,2026-05-10,41209.000000,0.000000,EOD,2026-05-11 21:38:15.233388
BANK_D,RU000A101NJ6,SECURITIES,RUB,2026-05-10,26702.000000,0.000000,EOD,2026-05-11 21:38:14.950879
BANK_D,RU000A103HT3,SECURITIES,RUB,2026-05-10,6808.000000,0.000000,EOD,2026-05-11 21:38:14.952365
BANK_D,RU000A105A95,SECURITIES,RUB,2026-05-10,12890.000000,0.000000,EOD,2026-05-11 21:38:17.728002
BANK_D,RU000A106375,SECURITIES,RUB,2026-05-10,22118.000000,0.000000,EOD,2026-05-11 21:38:14.954939
BANK_D,RU000A1075T3,SECURITIES,RUB,2026-05-10,22545.000000,0.000000,EOD,2026-05-11 21:38:18.929082
BANK_D,RU000A108GX5,SECURITIES,RUB,2026-05-10,43049.000000,0.000000,EOD,2026-05-11 21:38:14.957756
BANK_D,RU000A109GX1,SECURITIES,RUB,2026-05-10,21905.000000,0.000000,EOD,2026-05-11 21:38:18.864404
BANK_D,RU000A110GX2,SECURITIES,RUB,2026-05-10,7507.000000,0.000000,EOD,2026-05-11 21:38:14.960327
BANK_D,RU000A111GX3,SECURITIES,RUB,2026-05-10,14217.000000,0.000000,EOD,2026-05-11 21:38:17.113330
BANK_D,RU000A112USD1,SECURITIES,USD,2026-05-10,44096.000000,0.000000,EOD,2026-05-11 21:38:14.963124
BANK_D,RU000A113USD2,SECURITIES,USD,2026-05-10,42705.000000,0.000000,EOD,2026-05-11 21:38:19.335744
BANK_D,RU000A114EUR1,SECURITIES,EUR,2026-05-10,32281.000000,0.000000,EOD,2026-05-11 21:38:16.774865
BANK_D,RU000A115CNY1,SECURITIES,CNY,2026-05-10,26839.000000,0.000000,EOD,2026-05-11 21:38:16.601138
BANK_D,RU000A116CORP,SECURITIES,RUB,2026-05-10,33599.000000,0.000000,EOD,2026-05-11 21:38:14.968799
BANK_E,CASH_CNY,CASH,CNY,2026-05-10,1364882065.240000,0.000000,EOD,2026-05-11 21:38:14.974206
BANK_E,CASH_EUR,CASH,EUR,2026-05-10,1077793150.020000,0.000000,EOD,2026-05-11 21:38:14.972941
BANK_E,CASH_RUB,CASH,RUB,2026-05-10,1406867166.860000,0.000000,EOD,2026-05-11 21:38:19.455554
BANK_E,CASH_USD,CASH,USD,2026-05-10,1267134589.500000,0.000000,EOD,2026-05-11 21:38:14.971474
BANK_E,RU000A0ZYJT2,SECURITIES,RUB,2026-05-10,21693.000000,0.000000,EOD,2026-05-11 21:38:14.975516
BANK_E,RU000A101NJ6,SECURITIES,RUB,2026-05-10,7908.000000,0.000000,EOD,2026-05-11 21:38:14.977026
BANK_E,RU000A103HT3,SECURITIES,RUB,2026-05-10,38296.000000,0.000000,EOD,2026-05-11 21:38:17.942144
BANK_E,RU000A105A95,SECURITIES,RUB,2026-05-10,1947.000000,0.000000,EOD,2026-05-11 21:38:16.833532
BANK_E,RU000A106375,SECURITIES,RUB,2026-05-10,42119.000000,0.000000,EOD,2026-05-11 21:38:16.943403
BANK_E,RU000A1075T3,SECURITIES,RUB,2026-05-10,38378.000000,0.000000,EOD,2026-05-11 21:38:15.282342
BANK_E,RU000A108GX5,SECURITIES,RUB,2026-05-10,50712.000000,0.000000,EOD,2026-05-11 21:38:18.697126
BANK_E,RU000A109GX1,SECURITIES,RUB,2026-05-10,17912.000000,0.000000,EOD,2026-05-11 21:38:14.985604
BANK_E,RU000A110GX2,SECURITIES,RUB,2026-05-10,30126.000000,0.000000,EOD,2026-05-11 21:38:17.430698
BANK_E,RU000A111GX3,SECURITIES,RUB,2026-05-10,33265.000000,0.000000,EOD,2026-05-11 21:38:14.988299
BANK_E,RU000A112USD1,SECURITIES,USD,2026-05-10,5215.000000,0.000000,EOD,2026-05-11 21:38:16.398546
BANK_E,RU000A113USD2,SECURITIES,USD,2026-05-10,48531.000000,0.000000,EOD,2026-05-11 21:38:14.991059
BANK_E,RU000A114EUR1,SECURITIES,EUR,2026-05-10,26639.000000,0.000000,EOD,2026-05-11 21:38:14.992474
BANK_E,RU000A115CNY1,SECURITIES,CNY,2026-05-10,40982.000000,0.000000,EOD,2026-05-11 21:38:19.038589
BANK_E,RU000A116CORP,SECURITIES,RUB,2026-05-10,26375.000000,0.000000,EOD,2026-05-11 21:38:19.452195
BROKER_1,CASH_CNY,CASH,CNY,2026-05-10,640080800.110000,0.000000,EOD,2026-05-11 21:38:15.056565
BROKER_1,CASH_EUR,CASH,EUR,2026-05-10,1428891208.040000,0.000000,EOD,2026-05-11 21:38:15.055239
BROKER_1,CASH_RUB,CASH,RUB,2026-05-10,924632613.050000,0.000000,EOD,2026-05-11 21:38:19.391129
BROKER_1,CASH_USD,CASH,USD,2026-05-10,1495780754.460000,0.000000,EOD,2026-05-11 21:38:15.053805
BROKER_1,RU000A0ZYJT2,SECURITIES,RUB,2026-05-10,20392.000000,0.000000,EOD,2026-05-11 21:38:15.057954
BROKER_1,RU000A101NJ6,SECURITIES,RUB,2026-05-10,49092.000000,0.000000,EOD,2026-05-11 21:38:15.059282
BROKER_1,RU000A103HT3,SECURITIES,RUB,2026-05-10,25343.000000,0.000000,EOD,2026-05-11 21:38:15.060600
BROKER_1,RU000A105A95,SECURITIES,RUB,2026-05-10,19722.000000,0.000000,EOD,2026-05-11 21:38:15.062011
BROKER_1,RU000A106375,SECURITIES,RUB,2026-05-10,18050.000000,0.000000,EOD,2026-05-11 21:38:15.063324
BROKER_1,RU000A1075T3,SECURITIES,RUB,2026-05-10,18283.000000,0.000000,EOD,2026-05-11 21:38:18.813119
BROKER_1,RU000A108GX5,SECURITIES,RUB,2026-05-10,6600.000000,0.000000,EOD,2026-05-11 21:38:15.066539
BROKER_1,RU000A109GX1,SECURITIES,RUB,2026-05-10,8028.000000,0.000000,EOD,2026-05-11 21:38:15.068002
BROKER_1,RU000A110GX2,SECURITIES,RUB,2026-05-10,21046.000000,0.000000,EOD,2026-05-11 21:38:15.069543
BROKER_1,RU000A111GX3,SECURITIES,RUB,2026-05-10,36138.000000,0.000000,EOD,2026-05-11 21:38:15.071124
BROKER_1,RU000A112USD1,SECURITIES,USD,2026-05-10,45060.000000,0.000000,EOD,2026-05-11 21:38:15.072592
BROKER_1,RU000A113USD2,SECURITIES,USD,2026-05-10,9772.000000,0.000000,EOD,2026-05-11 21:38:15.074273
BROKER_1,RU000A114EUR1,SECURITIES,EUR,2026-05-10,29925.000000,0.000000,EOD,2026-05-11 21:38:19.387689
BROKER_1,RU000A115CNY1,SECURITIES,CNY,2026-05-10,35814.000000,0.000000,EOD,2026-05-11 21:38:17.669369
BROKER_1,RU000A116CORP,SECURITIES,RUB,2026-05-10,41731.000000,0.000000,EOD,2026-05-11 21:38:17.211239
BROKER_2,CASH_CNY,CASH,CNY,2026-05-10,1099479294.310000,0.000000,EOD,2026-05-11 21:38:15.084325
BROKER_2,CASH_EUR,CASH,EUR,2026-05-10,1075967701.090000,0.000000,EOD,2026-05-11 21:38:15.083020
BROKER_2,CASH_RUB,CASH,RUB,2026-05-10,1367228944.420000,0.000000,EOD,2026-05-11 21:38:19.332166
BROKER_2,CASH_USD,CASH,USD,2026-05-10,1577518873.250000,0.000000,EOD,2026-05-11 21:38:15.081691
BROKER_2,RU000A0ZYJT2,SECURITIES,RUB,2026-05-10,14006.000000,0.000000,EOD,2026-05-11 21:38:15.666498
BROKER_2,RU000A101NJ6,SECURITIES,RUB,2026-05-10,47995.000000,0.000000,EOD,2026-05-11 21:38:15.087073
BROKER_2,RU000A103HT3,SECURITIES,RUB,2026-05-10,6688.000000,0.000000,EOD,2026-05-11 21:38:18.987077
BROKER_2,RU000A105A95,SECURITIES,RUB,2026-05-10,16804.000000,0.000000,EOD,2026-05-11 21:38:16.264421
BROKER_2,RU000A106375,SECURITIES,RUB,2026-05-10,32862.000000,0.000000,EOD,2026-05-11 21:38:15.091229
BROKER_2,RU000A1075T3,SECURITIES,RUB,2026-05-10,19341.000000,0.000000,EOD,2026-05-11 21:38:15.092547
BROKER_2,RU000A108GX5,SECURITIES,RUB,2026-05-10,12684.000000,0.000000,EOD,2026-05-11 21:38:15.550316
BROKER_2,RU000A109GX1,SECURITIES,RUB,2026-05-10,35303.000000,0.000000,EOD,2026-05-11 21:38:17.314529
BROKER_2,RU000A110GX2,SECURITIES,RUB,2026-05-10,35444.000000,0.000000,EOD,2026-05-11 21:38:15.096602
BROKER_2,RU000A111GX3,SECURITIES,RUB,2026-05-10,8291.000000,0.000000,EOD,2026-05-11 21:38:15.097943
BROKER_2,RU000A112USD1,SECURITIES,USD,2026-05-10,38582.000000,0.000000,EOD,2026-05-11 21:38:15.782263
BROKER_2,RU000A113USD2,SECURITIES,USD,2026-05-10,16982.000000,0.000000,EOD,2026-05-11 21:38:19.328618
BROKER_2,RU000A114EUR1,SECURITIES,EUR,2026-05-10,12953.000000,0.000000,EOD,2026-05-11 21:38:15.101958
BROKER_2,RU000A115CNY1,SECURITIES,CNY,2026-05-10,32933.000000,0.000000,EOD,2026-05-11 21:38:15.897672
BROKER_2,RU000A116CORP,SECURITIES,RUB,2026-05-10,14169.000000,0.000000,EOD,2026-05-11 21:38:19.154887
CORP_1,CASH_CNY,CASH,CNY,2026-05-10,1981838679.600000,0.000000,EOD,2026-05-11 21:38:15.110016
CORP_1,CASH_EUR,CASH,EUR,2026-05-10,1501366598.880000,0.000000,EOD,2026-05-11 21:38:15.108605
CORP_1,CASH_RUB,CASH,RUB,2026-05-10,10335596.650000,0.000000,EOD,2026-05-11 21:38:19.273764
CORP_1,CASH_USD,CASH,USD,2026-05-10,1702124902.580000,0.000000,EOD,2026-05-11 21:38:15.107198
CORP_1,RU000A0ZYJT2,SECURITIES,RUB,2026-05-10,44023.000000,0.000000,EOD,2026-05-11 21:38:15.111524
CORP_1,RU000A101NJ6,SECURITIES,RUB,2026-05-10,22812.000000,0.000000,EOD,2026-05-11 21:38:19.213529
CORP_1,RU000A103HT3,SECURITIES,RUB,2026-05-10,32679.000000,0.000000,EOD,2026-05-11 21:38:18.980264
CORP_1,RU000A105A95,SECURITIES,RUB,2026-05-10,44688.000000,0.000000,EOD,2026-05-11 21:38:16.120623
CORP_1,RU000A106375,SECURITIES,RUB,2026-05-10,39444.000000,0.000000,EOD,2026-05-11 21:38:18.229978
CORP_1,RU000A1075T3,SECURITIES,RUB,2026-05-10,29786.000000,0.000000,EOD,2026-05-11 21:38:18.922301
CORP_1,RU000A108GX5,SECURITIES,RUB,2026-05-10,40905.000000,0.000000,EOD,2026-05-11 21:38:15.119827
CORP_1,RU000A109GX1,SECURITIES,RUB,2026-05-10,35199.000000,0.000000,EOD,2026-05-11 21:38:18.755412
CORP_1,RU000A110GX2,SECURITIES,RUB,2026-05-10,7052.000000,0.000000,EOD,2026-05-11 21:38:17.373920
CORP_1,RU000A111GX3,SECURITIES,RUB,2026-05-10,36108.000000,0.000000,EOD,2026-05-11 21:38:15.124823
CORP_1,RU000A112USD1,SECURITIES,USD,2026-05-10,34495.000000,0.000000,EOD,2026-05-11 21:38:15.126310
CORP_1,RU000A113USD2,SECURITIES,USD,2026-05-10,21986.000000,0.000000,EOD,2026-05-11 21:38:15.127779
CORP_1,RU000A114EUR1,SECURITIES,EUR,2026-05-10,18387.000000,0.000000,EOD,2026-05-11 21:38:19.270433
CORP_1,RU000A115CNY1,SECURITIES,CNY,2026-05-10,46789.000000,0.000000,EOD,2026-05-11 21:38:15.130861
CORP_1,RU000A116CORP,SECURITIES,RUB,2026-05-10,26699.000000,0.000000,EOD,2026-05-11 21:38:19.161606
FUND_1,CASH_CNY,CASH,CNY,2026-05-10,1260683756.050000,0.000000,EOD,2026-05-11 21:38:15.000962
FUND_1,CASH_EUR,CASH,EUR,2026-05-10,1850070252.650000,0.000000,EOD,2026-05-11 21:38:14.999597
FUND_1,CASH_RUB,CASH,RUB,2026-05-10,1507887340.330000,0.000000,EOD,2026-05-11 21:38:18.874388
FUND_1,CASH_USD,CASH,USD,2026-05-10,686937973.500000,0.000000,EOD,2026-05-11 21:38:14.998072
FUND_1,RU000A0ZYJT2,SECURITIES,RUB,2026-05-10,47637.000000,0.000000,EOD,2026-05-11 21:38:15.225617
FUND_1,RU000A101NJ6,SECURITIES,RUB,2026-05-10,32613.000000,0.000000,EOD,2026-05-11 21:38:18.394775
FUND_1,RU000A103HT3,SECURITIES,RUB,2026-05-10,26376.000000,0.000000,EOD,2026-05-11 21:38:15.005216
FUND_1,RU000A105A95,SECURITIES,RUB,2026-05-10,31371.000000,0.000000,EOD,2026-05-11 21:38:15.006589
FUND_1,RU000A106375,SECURITIES,RUB,2026-05-10,21330.000000,0.000000,EOD,2026-05-11 21:38:16.933608
FUND_1,RU000A1075T3,SECURITIES,RUB,2026-05-10,35043.000000,0.000000,EOD,2026-05-11 21:38:18.806203
FUND_1,RU000A108GX5,SECURITIES,RUB,2026-05-10,14663.000000,0.000000,EOD,2026-05-11 21:38:16.527401
FUND_1,RU000A109GX1,SECURITIES,RUB,2026-05-10,15517.000000,0.000000,EOD,2026-05-11 21:38:18.871084
FUND_1,RU000A110GX2,SECURITIES,RUB,2026-05-10,30032.000000,0.000000,EOD,2026-05-11 21:38:18.516871
FUND_1,RU000A111GX3,SECURITIES,RUB,2026-05-10,48576.000000,0.000000,EOD,2026-05-11 21:38:15.015276
FUND_1,RU000A112USD1,SECURITIES,USD,2026-05-10,32186.000000,0.000000,EOD,2026-05-11 21:38:18.110853
FUND_1,RU000A113USD2,SECURITIES,USD,2026-05-10,49388.000000,0.000000,EOD,2026-05-11 21:38:15.018188
FUND_1,RU000A114EUR1,SECURITIES,EUR,2026-05-10,15159.000000,0.000000,EOD,2026-05-11 21:38:17.989345
FUND_1,RU000A115CNY1,SECURITIES,CNY,2026-05-10,45338.000000,0.000000,EOD,2026-05-11 21:38:15.020889
FUND_1,RU000A116CORP,SECURITIES,RUB,2026-05-10,42296.000000,0.000000,EOD,2026-05-11 21:38:15.022369
FUND_2,CASH_CNY,CASH,CNY,2026-05-10,930370575.300000,0.000000,EOD,2026-05-11 21:38:15.028448
FUND_2,CASH_EUR,CASH,EUR,2026-05-10,500608909.550000,0.000000,EOD,2026-05-11 21:38:15.026894
FUND_2,CASH_RUB,CASH,RUB,2026-05-10,955149226.110000,0.000000,EOD,2026-05-11 21:38:19.448449
FUND_2,CASH_USD,CASH,USD,2026-05-10,1321905819.700000,0.000000,EOD,2026-05-11 21:38:15.025404
FUND_2,RU000A0ZYJT2,SECURITIES,RUB,2026-05-10,33173.000000,0.000000,EOD,2026-05-11 21:38:15.029987
FUND_2,RU000A101NJ6,SECURITIES,RUB,2026-05-10,43009.000000,0.000000,EOD,2026-05-11 21:38:15.031395
FUND_2,RU000A103HT3,SECURITIES,RUB,2026-05-10,45995.000000,0.000000,EOD,2026-05-11 21:38:18.639799
FUND_2,RU000A105A95,SECURITIES,RUB,2026-05-10,47906.000000,0.000000,EOD,2026-05-11 21:38:15.034186
FUND_2,RU000A106375,SECURITIES,RUB,2026-05-10,26118.000000,0.000000,EOD,2026-05-11 21:38:15.035418
FUND_2,RU000A1075T3,SECURITIES,RUB,2026-05-10,32240.000000,0.000000,EOD,2026-05-11 21:38:15.723741
FUND_2,RU000A108GX5,SECURITIES,RUB,2026-05-10,30868.000000,0.000000,EOD,2026-05-11 21:38:18.690504
FUND_2,RU000A109GX1,SECURITIES,RUB,2026-05-10,39189.000000,0.000000,EOD,2026-05-11 21:38:17.554263
FUND_2,RU000A110GX2,SECURITIES,RUB,2026-05-10,49277.000000,0.000000,EOD,2026-05-11 21:38:15.042323
FUND_2,RU000A111GX3,SECURITIES,RUB,2026-05-10,17120.000000,0.000000,EOD,2026-05-11 21:38:17.105846
FUND_2,RU000A112USD1,SECURITIES,USD,2026-05-10,43399.000000,0.000000,EOD,2026-05-11 21:38:18.168121
FUND_2,RU000A113USD2,SECURITIES,USD,2026-05-10,36010.000000,0.000000,EOD,2026-05-11 21:38:15.046909
FUND_2,RU000A114EUR1,SECURITIES,EUR,2026-05-10,28291.000000,0.000000,EOD,2026-05-11 21:38:19.394430
FUND_2,RU000A115CNY1,SECURITIES,CNY,2026-05-10,50283.000000,0.000000,EOD,2026-05-11 21:38:15.905484
FUND_2,RU000A116CORP,SECURITIES,RUB,2026-05-10,5797.000000,0.000000,EOD,2026-05-11 21:38:19.444812
